Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
488,20,RL,12243,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,0,486,GasA,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,58,Unf,2,TA,TA,Y,224,0,0,0,180,0,0,None,None,0,2,2007,WD,Normal,175000
489,190,RL,10800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,GasA,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,57,Unf,2,TA,Fa,N,142,0,0,0,0,0,0,None,None,0,5,2006,ConLD,Normal,160000
490,180,RM,1526,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,Gable,CompShg,CemntBd,CmentBd,0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,0,115,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Gd,3,Typ,0,None,Attchd,57,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,86000
491,160,RM,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,63,Fin,1,TA,TA,Y,141,24,0,0,0,0,0,None,None,0,6,2008,WD,Normal,115000
492,50,RL,9490,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,30,Unf,1,TA,TA,Y,0,0,32,0,0,0,0,MnPrv,None,0,8,2006,WD,Normal,133000
494,20,RL,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,532,363,GasA,TA,Y,FuseA,1269,0,0,1269,0,0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,51,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2008,WD,Normal,155000
496,30,C (all),7879,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,0,225,GasA,TA,N,FuseA,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,None,None,98,None,0,None,None,N,0,523,115,0,0,0,0,GdWo,None,0,11,2009,WD,Abnorml,34900
499,20,RL,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,Hip,CompShg,HdBoard,HdBoard,89,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,0,414,GasA,Ex,Y,SBrkr,899,0,0,899,0,0,1,0,3,1,Gd,5,Typ,0,None,Attchd,54,Fin,1,TA,TA,Y,64,0,0,0,0,0,0,MnPrv,None,0,6,2009,WD,Normal,130000
500,20,RL,7535,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,BLQ,111,LwQ,279,522,GasA,Fa,Y,SBrkr,912,0,0,912,0,1,1,0,2,1,TA,5,Typ,0,None,Attchd,45,Fin,1,TA,TA,Y,12,285,0,0,0,0,0,MnWw,Shed,480,6,2007,WD,Normal,120000
501,160,RM,1890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,Gable,CompShg,HdBoard,HdBoard,285,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,0,316,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,None,Detchd,60,Unf,1,TA,TA,Y,144,28,0,0,0,0,0,None,None,0,5,2007,WD,Normal,113000
502,60,FV,9803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0,466,GasA,Gd,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,92,RFn,2,TA,TA,Y,0,108,0,0,0,0,0,None,None,0,2,2008,WD,Normal,226700
503,20,RL,9170,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,96,420,GasA,Ex,Y,SBrkr,1214,0,0,1214,1,0,1,0,2,1,TA,6,Typ,0,None,Detchd,52,Unf,2,Fa,Fa,Y,0,0,184,0,0,0,0,GdPrv,Shed,400,4,2007,WD,Normal,140000
504,20,RL,15602,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,0,254,GasA,TA,Y,SBrkr,1801,0,0,1801,1,0,2,0,1,1,TA,6,Typ,2,TA,Attchd,46,Fin,2,TA,TA,Y,0,54,0,0,161,0,0,GdWo,None,0,3,2010,WD,Normal,289000
506,90,RM,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,Hip,CompShg,Wd Sdng,Wd Sdng,360,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,960,GasA,Gd,Y,SBrkr,960,1000,0,1960,0,0,2,0,4,2,TA,10,Typ,0,None,Detchd,39,Unf,2,TA,TA,N,0,0,0,0,0,0,0,None,None,0,7,2009,COD,Normal,124500
507,60,RL,9554,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,Gable,CompShg,VinylSd,VinylSd,125,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,0,397,GasA,Ex,Y,SBrkr,1065,846,0,1911,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,80,RFn,2,TA,TA,Y,182,81,0,0,0,0,0,None,None,0,9,2006,WD,Normal,215000
508,20,FV,7862,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,0,1191,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,None,Attchd,96,Fin,2,TA,TA,Y,0,102,0,0,0,0,0,None,None,0,9,2009,New,Partial,208300
509,70,RM,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,Gambrel,CompShg,MetalSd,MetalSd,0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,0,548,GasA,Ex,Y,SBrkr,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,17,Unf,2,TA,TA,N,0,0,116,0,0,0,0,None,None,0,10,2008,WD,Normal,161000
510,20,RL,9600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,MetalSd,132,TA,TA,CBlock,TA,TA,No,ALQ,991,Unf,0,50,GasA,Ex,Y,SBrkr,1041,0,0,1041,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,46,RFn,1,TA,TA,Y,224,88,0,0,0,0,0,MnPrv,None,0,7,2009,WD,Normal,124500
511,20,RL,14559,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,Hip,CompShg,Wd Sdng,Wd Sdng,70,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,180,178,GasA,Ex,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,TA,6,Min1,2,TA,CarPort,38,Unf,1,TA,TA,Y,324,42,0,0,168,0,0,None,Shed,2000,6,2009,WD,Normal,164900
513,20,RL,9100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,174,169,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,51,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,129900
514,20,RL,9187,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,PConc,TA,TA,No,ALQ,336,Unf,0,748,GasA,TA,Y,SBrkr,1080,0,0,1080,0,0,1,1,3,1,TA,5,Typ,0,None,Attchd,70,Unf,2,TA,TA,Y,120,0,158,0,0,0,0,None,None,0,6,2007,WD,Normal,134000
515,45,RL,10594,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,Grav,Fa,N,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,15,Unf,1,Po,Po,Y,0,0,112,0,0,0,0,MnPrv,None,0,6,2007,WD,Normal,96500
516,20,RL,12220,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,Hip,CompShg,CemntBd,CmentBd,305,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,0,570,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,96,Fin,3,TA,TA,Y,156,54,0,0,0,0,0,None,None,0,9,2009,New,Partial,402861
517,80,RL,10448,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,Gable,CompShg,HdBoard,HdBoard,333,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,689,GasA,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,59,RFn,2,TA,TA,Y,0,104,0,0,0,0,0,GdPrv,None,0,8,2009,COD,Abnorml,158000
518,60,RL,10208,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,VinylSd,921,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1264,GasA,Ex,Y,SBrkr,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,83,RFn,3,TA,TA,Y,220,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,265000
520,70,RL,10918,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,Gambrel,CompShg,MetalSd,MetalSd,0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,1276,GasA,Ex,Y,SBrkr,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,15,Unf,1,TA,TA,Y,0,0,0,0,145,0,0,MnPrv,None,0,6,2009,WD,Normal,234000
521,190,RL,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,None,None,None,None,0,None,0,0,GasA,TA,N,FuseA,694,600,0,1294,0,0,2,0,3,2,TA,7,Typ,0,None,None,98,None,0,None,None,N,220,114,210,0,0,0,0,None,None,0,8,2008,WD,Normal,106250
522,20,RL,11988,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,0,467,GasA,Ex,Y,FuseA,1244,0,0,1244,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,44,Unf,1,TA,TA,Y,0,40,0,0,0,0,0,None,None,0,5,2007,WD,Normal,150000
523,50,RM,5000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,Gable,CompShg,CemntBd,CmentBd,0,TA,Gd,CBlock,TA,TA,No,ALQ,399,Unf,0,605,GasA,Ex,Y,SBrkr,1004,660,0,1664,0,0,2,0,3,1,TA,7,Typ,2,Gd,Detchd,37,Unf,2,TA,TA,Y,0,24,36,0,0,0,0,None,None,0,10,2006,WD,Normal,159000
524,60,RL,40094,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,Hip,CompShg,CemntBd,CmentBd,762,Ex,TA,PConc,Ex,TA,Gd,GLQ,2260,Unf,0,878,GasA,Ex,Y,SBrkr,3138,1538,0,4676,1,0,3,1,3,1,Ex,11,Typ,1,Gd,BuiltIn,94,Fin,3,TA,TA,Y,208,406,0,0,0,0,0,None,None,0,10,2007,New,Partial,184750
525,60,RL,11787,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,VinylSd,594,Gd,TA,PConc,Gd,TA,No,GLQ,719,Unf,0,660,GasA,Ex,Y,SBrkr,1383,1015,0,2398,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,83,Fin,3,TA,TA,Y,239,60,0,0,0,0,0,None,None,0,8,2007,WD,Normal,315750
526,20,FV,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1257,GasA,Ex,Y,SBrkr,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,92,Unf,2,TA,TA,Y,38,144,0,0,0,0,0,None,None,0,4,2006,WD,Normal,176000
527,20,RL,13300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Hip,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,0,551,GasA,TA,Y,SBrkr,928,0,0,928,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,43,Unf,1,TA,TA,Y,261,0,156,0,0,0,0,None,None,0,6,2007,WD,Normal,132000
529,30,RL,9098,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,0,180,GasA,Ex,Y,SBrkr,605,0,0,605,1,0,1,0,2,1,TA,5,Typ,0,None,None,98,None,0,None,None,N,0,0,144,0,0,0,0,None,None,0,7,2007,WD,Normal,86000
532,70,RM,6155,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,0,611,GasA,Ex,Y,SBrkr,751,611,0,1362,0,0,2,0,3,1,TA,6,Typ,0,None,Detchd,9,Fin,2,TA,Fa,Y,0,0,84,0,0,0,0,None,None,0,6,2008,WD,Normal,128000
533,20,RL,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,Slab,None,None,None,None,0,None,0,0,GasA,Ex,Y,SBrkr,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,1,Po,Detchd,54,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,107500
534,20,RL,5000,Pave,None,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,Gable,CompShg,VinylSd,VinylSd,0,Fa,Fa,Slab,None,None,None,None,0,None,0,0,GasA,Fa,N,FuseF,334,0,0,334,0,0,1,0,1,1,Fa,2,Typ,0,None,None,98,None,0,None,None,N,0,0,0,0,0,0,0,None,None,0,1,2007,WD,Normal,39300
535,60,RL,9056,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,707,GasA,Ex,Y,SBrkr,707,707,0,1414,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,91,Fin,2,TA,TA,Y,100,35,0,0,0,0,0,None,None,0,10,2006,WD,Normal,178000
536,190,RL,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969,Unf,0,148,GasA,TA,Y,SBrkr,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,0,None,None,98,None,0,None,None,N,85,0,148,0,0,0,0,None,None,0,1,2008,WD,Normal,107500
537,60,RL,8924,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,880,GasA,Ex,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,85,Fin,2,TA,TA,Y,120,155,0,0,0,0,0,None,None,0,7,2008,WD,Normal,188000
540,20,RL,11423,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,479,Gd,TA,PConc,Gd,TA,Av,GLQ,1358,Unf,0,223,GasA,Ex,Y,SBrkr,1601,0,0,1601,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,88,RFn,2,TA,TA,Y,180,0,0,0,0,0,0,MnPrv,Shed,2000,5,2010,WD,Normal,272000
541,20,RL,14601,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,VinylSd,584,Ex,TA,PConc,Ex,TA,Av,GLQ,1260,Unf,0,578,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,93,Fin,3,TA,TA,Y,270,68,0,0,0,0,0,None,None,0,3,2009,WD,Normal,315000
542,60,RL,11000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,VinylSd,72,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,969,GasA,Ex,Y,SBrkr,997,1288,0,2285,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,87,Fin,3,TA,TA,Y,0,56,0,0,0,0,0,None,None,0,6,2007,WD,Normal,248000
543,20,RL,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,Hip,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Ex,TA,No,LwQ,144,GLQ,1127,379,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,85,Fin,2,TA,TA,Y,78,73,0,0,0,0,0,None,None,0,6,2009,WD,Normal,213250
544,120,RH,4058,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,Gable,CompShg,MetalSd,MetalSd,182,TA,TA,PConc,Gd,TA,Av,GLQ,584,LwQ,139,0,GasA,Ex,Y,SBrkr,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,None,Attchd,85,Fin,1,TA,TA,Y,120,40,0,0,0,0,0,None,None,0,6,2007,WD,Normal,133000
545,60,RL,17104,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554,Unf,0,100,GasA,Ex,Y,SBrkr,664,832,0,1496,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,93,RFn,2,TA,TA,Y,100,24,0,0,0,0,0,None,None,0,9,2006,New,Partial,179665
547,50,RL,8737,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,No,Rec,300,Unf,0,765,GasA,Ex,Y,FuseA,915,720,0,1635,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,37,Unf,2,TA,TA,Y,0,38,0,144,0,0,0,None,None,0,5,2007,WD,Normal,210000
548,85,RL,7244,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619,Unf,0,149,GasA,Ex,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,74,Unf,2,TA,TA,Y,104,0,0,0,0,0,0,None,None,0,4,2007,WD,Normal,129500
549,20,RM,8235,Pave,None,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,LwQ,180,Rec,645,0,GasA,TA,Y,SBrkr,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,50,RFn,2,TA,TA,Y,140,50,0,0,0,0,0,MnPrv,None,0,6,2008,WD,Normal,125000
552,20,RM,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,0,620,GasA,Gd,Y,FuseA,928,0,0,928,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,44,Fin,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2008,WD,Normal,112500
556,45,RM,6380,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,993,GasA,TA,Y,FuseA,1048,0,0,1048,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,11,Unf,1,TA,TA,Y,0,0,116,0,0,0,0,None,None,0,8,2006,WD,Normal,113000
557,20,RL,14850,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,895,Unf,0,197,GasA,TA,Y,FuseA,1092,0,0,1092,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,44,Fin,1,TA,TA,Y,268,0,0,0,122,0,0,MnWw,None,0,5,2006,WD,Normal,141000
558,50,C (all),11040,Pave,None,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,637,Unf,0,0,GasA,Gd,Y,SBrkr,897,439,0,1336,0,0,1,1,3,1,TA,7,Typ,0,None,CarPort,81,Unf,1,TA,TA,Y,0,47,120,0,0,0,0,None,None,0,9,2006,COD,Normal,108000
560,120,RL,3196,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,18,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1374,GasA,Ex,Y,SBrkr,1557,0,0,1557,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,90,Fin,2,TA,TA,Y,143,20,0,0,0,0,0,None,None,0,10,2006,WD,Normal,234000
561,20,RL,11341,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,Wd Sdng,Wd Sdng,180,TA,TA,CBlock,Gd,TA,No,ALQ,1302,Unf,0,90,GasA,TA,Y,SBrkr,1392,0,0,1392,1,0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,44,Unf,2,TA,TA,Y,0,0,0,0,95,0,0,None,None,0,5,2010,WD,Normal,121500
563,30,RL,13907,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,Gable,CompShg,WdShing,Wd Shng,0,TA,TA,CBlock,TA,TA,No,BLQ,290,Unf,0,706,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,Gd,None,98,None,0,None,None,Y,144,0,0,0,0,0,0,None,None,0,7,2008,WD,Normal,108000
